
--- LIVE MARKET FEED ---
Symbol: XAUUSD
Current NY Time: 2026-03-06 10:35:00
Current Live Price: 5159.815
Today's Daily High: 5171.238
Today's Daily Low: 5062.125

--- MAJOR SESSIONS (OHLC) ---
ASIAN (19:00-00:00): Closed | O: 5086.285 | H: 5143.665 | L: 5066.215 | C: 5127.485
LONDON (02:00-05:00): Closed | O: 5115.085 | H: 5122.765 | L: 5078.085 | C: 5079.065
NY AM (07:00-12:00): Developing (Live) | O: 5077.355 | H: 5171.238 | L: 5065.058 | C: 5159.815

--- NY MACROS (OHLC) ---
MACRO 1 (08:50-09:10): Closed | O: 5117.405 | H: 5121.435 | L: 5073.515 | C: 5095.825
MACRO 2 (09:50-10:10): Closed | O: 5093.475 | H: 5158.955 | L: 5091.915 | C: 5147.795
MACRO 3 (10:50-11:10): Closed | O: 5088.795 | H: 5104.475 | L: 5073.945 | C: 5081.105
MACRO 4 (11:50-12:10): Closed | O: 5078.295 | H: 5089.275 | L: 5069.975 | C: 5086.715
MACRO 5 (13:50-14:10): Closed | O: 5078.035 | H: 5080.995 | L: 5066.875 | C: 5071.525

--- HIGHER TIMEFRAME MARKET STRUCTURE ---
The following is the OHLC data for the last 100 4-Hour (H4) candles to determine macro trend:
ny_time,open,high,low,close
2026-03-03 17:00,5103.748,5178.095,5086.868,5174.915
2026-03-03 21:00,5174.865,5190.675,5141.015,5158.948
2026-03-04 01:00,5159.019,5184.775,5119.728,5182.645
2026-03-04 05:00,5182.625,5205.995,5156.095,5169.635
2026-03-04 09:00,5169.125,5184.875,5120.235,5142.415
2026-03-04 13:00,5142.455,5146.665,5108.678,5140.325
2026-03-04 17:00,5147.398,5186.025,5144.475,5172.475
2026-03-04 21:00,5172.435,5194.615,5146.118,5146.495
2026-03-05 01:00,5146.425,5180.165,5119.995,5160.075
2026-03-05 05:00,5160.125,5171.255,5080.735,5118.685
2026-03-05 09:00,5118.557,5129.725,5054.035,5061.045
2026-03-05 13:00,5061.495,5094.545,5050.638,5083.175
2026-03-05 17:00,5088.398,5143.665,5066.215,5134.415
2026-03-05 21:00,5134.475,5141.048,5113.975,5116.265
2026-03-06 01:00,5116.215,5122.765,5083.048,5085.585
2026-03-06 05:00,5085.848,5130.615,5062.125,5082.765
2026-03-06 09:00,5082.725,5171.238,5081.855,5159.815


The following is the OHLC data for the last 400 1-Hour (H1) candles mapping to the H4 period:
ny_time,open,high,low,close
2026-02-11 00:00,5045.798,5063.675,5043.285,5052.535
2026-02-11 01:00,5052.045,5064.295,5049.145,5063.925
2026-02-11 02:00,5063.965,5069.125,5048.475,5054.585
2026-02-11 03:00,5054.635,5060.215,5045.365,5053.615
2026-02-11 04:00,5053.585,5071.955,5046.755,5062.545
2026-02-11 05:00,5062.498,5100.915,5062.095,5093.315
2026-02-11 06:00,5093.375,5116.185,5082.358,5111.625
2026-02-11 07:00,5112.005,5118.815,5049.495,5082.225
2026-02-11 08:00,5081.955,5089.745,5017.995,5064.715
2026-02-11 09:00,5064.665,5083.008,5035.535,5059.965
2026-02-11 10:00,5060.645,5081.485,5038.885,5058.255
2026-02-11 11:00,5058.465,5078.005,5042.745,5074.545
2026-02-11 12:00,5074.525,5098.765,5067.815,5091.875
2026-02-11 13:00,5091.985,5092.508,5066.615,5082.255
2026-02-11 14:00,5082.275,5094.015,5076.955,5081.515
